WT1	WT2	WT3	LSD1ko1	LSD1ko2	LSD1ko3
Gnl1	384	286	249	852	884	740
H2-T22	6	12	5	20	16	24
Ppp1r10	300	227	186	817	865	841
H2-T23	837	974	795	3257	3395	2719
H2-T24	62	88	51	317	273	380
Abcf1	893	695	487	2845	2646	2702
A930015D03Rik	0	0	0	1	2	0
Gm7030	0	0	0	0	1	0
H2-T10	63	76	51	535	262	235
H2-Bl	0	0	0	1	1	0
H2-T-ps	74	85	68	298	343	285
Gm8909	0	0	0	5	2	1
Rpp21	142	188	148	367	527	355
Trim39	99	119	52	502	296	367
H2-M10.2	1	0	0	4	0	0
Trim15	1	0	1	5	2	7
Trim26	422	391	340	1390	1544	1384
Trim10	0	2	3	0	0	11
Rnf39	1	0	0	7	4	1
Ppp1r11	489	854	551	1249	2188	1429
Trim40	0	0	0	0	2	0
Znrd1	322	449	282	881	1358	1032
H2-M5	0	0	0	11	8	23
Olfr90	0	1	0	0	0	0
Zfp57	1	0	0	2	0	0
Gabbr1	19	38	26	184	81	176
Ubd	0	20	13	14	3	63
Olfr98	3	2	1	12	6	9
Olfr99	0	7	2	24	20	18
H2-M3	251	360	319	1081	961	966
H2-M2	0	0	1	0	0	0
Olfr111	0	0	0	0	0	1
Pgk2	0	0	0	2	2	6
Crisp1	0	1	0	4	20	18
Crisp2	0	0	0	1	0	0
9130008F23Rik	0	1	1	0	0	8
Rhag	0	2	0	0	0	2
Cenpq	76	316	104	563	574	451
Mut	56	170	69	339	362	345
Adgrf4	0	0	0	3	0	1
Tnfrsf21	27	46	36	50	68	289
Mep1a	1	0	0	1	0	0
Adgrf5	0	0	0	0	2	1
Pla2g7	73	179	116	202	628	925
Ankrd66	0	0	0	0	0	1
1700071M16Rik	0	1	0	0	4	7
Cyp39a1	55	158	50	265	273	281
Enpp5	0	9	6	4	2	17
Enpp4	0	26	15	17	15	130
Clic5	0	1	0	20	2	2
Spats1	0	5	1	17	5	5
Cdc5l	354	918	386	1645	1909	1415
B230354K17Rik	28	92	17	184	193	168
Aars2	76	53	63	226	173	193
Slc29a1	303	333	391	611	786	1070
Hsp90ab1	14451	14954	9863	47308	56064	44146
Nfkbie	297	330	285	1272	929	1063
Slc35b2	325	464	378	606	845	792
Tmem151b	5	4	1	23	10	16
Mrpl14	134	225	173	280	419	241
Tmem63b	27	10	14	78	30	55
Capn11	0	0	0	0	0	52
Vegfa	2	1	0	1	0	1
Mrps18a	435	629	549	1055	1487	1070
Xpo5	167	175	125	632	468	602
Polh	899	1205	589	2428	3149	2544
Polr1c	339	393	295	965	1193	875
Gtpbp2	167	214	126	817	519	624
Lrrc73	2	2	2	5	3	4
Yipf3	197	245	204	609	711	609
Mad2l1bp	158	164	127	375	471	419
Dlk2	0	0	0	1	0	0
Abcc10	11	11	12	73	25	58
Crip3	0	0	0	2	0	1
Dnph1	31	25	20	96	168	123
Ttbk1	0	2	1	11	16	7
Mir6976	0	0	0	7	0	0
Klc4	54	35	32	111	182	120
Srf	562	390	318	1330	1561	1335
Ptk7	0	0	0	2	0	1
Mrpl2	251	233	190	679	831	525
Gnmt	2	1	1	4	6	2
Ppp2r5d	416	437	401	964	1149	1057
Rrp36	132	133	104	335	434	335
Mea1	294	482	366	623	1174	629
Rpl7l1	696	938	565	2176	2747	2199
Cnpy3	383	322	324	949	1116	842
2310039H08Rik	41	61	47	113	155	101
Klhdc3	427	458	427	953	1238	1089
Pex6	408	345	372	618	806	737
Gltscr1l	231	213	106	822	652	930
Tbcc	143	98	86	254	348	265
Ubr2	436	454	282	1496	1168	1705
Mrps10	89	115	79	307	341	263
Guca1a	2	4	4	2	6	9
Guca1b	7	8	2	9	17	7
Taf8	252	267	204	580	827	679
Frs3	0	0	0	7	1	0
Usp49	115	81	65	307	245	365
Med20	260	264	168	662	952	686
Tomm6	335	330	230	965	1124	863
Bysl	310	274	272	713	941	753
Tomm6os	0	2	0	7	3	2
Tfeb	731	630	661	1425	1681	1614
Foxp4	187	117	121	995	459	493
A530064D06Rik	2	1	3	0	2	16
Treml4	22	229	235	37	64	1118
Trem2	0	0	1	0	0	0
B430306N03Rik	11	42	39	24	31	215
Trem3	0	1	0	0	1	2
Treml2	338	361	239	828	1553	1234
Tspo2	1	0	1	0	0	5
Unc5cl	6	10	12	27	32	53
Oard1	266	451	228	861	1204	899
Nfya	406	402	216	1230	1151	1189
Apobec2	0	1	1	15	6	4
Mocs1	37	38	42	142	146	171
Dazl	0	0	0	0	2	0
Rab5a	105	210	84	640	631	559
Pp2d1	1	0	0	1	0	0
Sgol1	167	539	219	1051	959	861
Zfp119b	8	42	8	44	64	58
Zfp119a	7	41	7	45	49	64
Ebi3	25	17	25	48	129	180
Zfp959	11	105	25	157	179	144
Gm16712	0	4	1	14	27	38
Fsd1	0	1	0	0	0	4
Ubxn6	148	219	189	405	659	438
Sh3gl1	366	453	356	900	1014	828
Shd	0	0	0	0	1	1
Mpnd	360	401	383	804	1119	827
Stap2	0	0	0	7	2	2
Chaf1a	775	578	388	2106	1914	1842
Dpp9	494	415	309	1503	1291	1390
Plin4	1	0	0	0	1	0
Sema6b	4	11	10	24	28	23
Lrg1	0	2	0	4	5	1
Mydgf	258	342	312	677	822	554
Tnfaip8l1	13	17	15	53	47	36
Ticam1	93	104	97	349	421	451
Uhrf1	2035	1869	1353	4439	4857	4581
Fem1a	327	320	282	877	957	1121
Plin3	187	220	172	424	617	597
Ptprs	28	34	30	92	23	46
Rpl36	1696	2919	2303	4302	6740	3922
2410015M20Rik	297	505	319	769	1069	602
Gm20219	1	1	0	12	2	3
Safb	655	435	234	1843	1556	1542
Safb2	439	375	194	1576	993	1147
Ndufa11	479	666	510	1087	1680	976
Ranbp3	730	716	605	1928	1896	1641
Vmac	25	35	37	78	117	124
Catsperd	2	0	0	5	3	3
Rfx2	20	24	10	64	38	68
Dus3l	223	236	192	578	579	513
Prr22	3	4	1	28	9	9
Acsbg2	0	2	1	0	0	0
Gtf2f1	539	578	384	1907	2249	1606
Clpp	144	180	145	388	486	345
Alkbh7	56	83	58	124	149	104
Mllt1	409	335	278	979	865	944
Acer1	1	1	0	13	2	1
Pspn	3	4	0	6	13	7
Tubb4a	2	6	2	12	14	19
Gm11110	19	44	30	65	133	88
Khsrp	1272	899	634	3177	2392	2955
Slc25a23	27	24	19	80	87	89
Slc25a41	0	0	1	0	2	2
Crb3	6	7	11	12	66	41
Tnfsf9	25	34	21	157	184	131
Dennd1c	212	284	163	858	723	954
Trip10	11	15	10	57	38	36
Tnfsf14	24	19	16	42	144	57
C3	24	41	45	114	68	352
Gpr108	200	189	167	530	509	483
Vav1	1239	1199	867	3465	4420	4000
Nudt12	1	1	0	0	1	5
Pja2	107	208	101	482	558	592
Vapa	384	485	239	1356	1224	1455
Ralbp1	326	306	204	1081	1109	1163
Ddx11	131	118	94	488	329	393
Washc1	272	259	240	664	803	623
Ndufv2	640	1367	699	1972	2861	1874
Mtcl1	3	0	0	1	0	0
Rab12	63	82	42	212	191	220
Zbtb14	116	110	49	313	419	341
C030034I22Rik	6	14	6	29	27	19
Tgif1	196	298	155	588	650	678
Myl12a	974	2307	1156	2940	3960	2944
Myl12b	431	818	601	1542	1550	1478
Lpin2	732	916	550	1663	2586	2544
Gm4566	0	1	0	1	0	0
Ndc80	174	684	240	1459	1245	789
Snord92	0	0	1	1	0	0
Wdr43	419	893	371	2592	2191	1804
Ypel5	147	479	152	531	974	812
Lbh	1051	1190	850	2300	3122	3091
Ehd3	518	465	274	1346	1970	1599
Memo1	298	486	240	945	1014	1179
Spast	103	140	71	472	391	488
Slc30a6	71	134	65	243	292	247
Yipf4	121	132	66	470	506	596
Fam98a	239	482	214	950	1195	1194
Strn	85	145	78	476	378	560
Gpatch11	67	177	61	344	462	281
Eif2ak2	39	158	51	553	406	368
Gm6548	44	70	28	288	220	177
Cebpzos	21	41	18	80	88	85
Prkd3	554	1028	389	2585	3070	3185
Ndufaf7	130	181	116	427	458	353
Cebpz	163	562	233	1252	1164	887
Qpct	3	5	2	5	3	5
Cdc42ep3	114	116	70	368	356	381
Rmdn2	4	17	4	38	42	35
Cyp1b1	2	0	0	0	1	0
Atl2	252	823	266	995	1228	1220
Hnrnpll	4	3	9	8	8	41
Srsf7	1570	3069	1400	4736	5405	4548
Galm	0	2	1	0	2	12
Dhx57	162	250	104	836	640	756
Gemin6	106	229	70	545	760	525
Morn2	20	49	20	63	66	90
Gm10190	0	0	0	0	1	0
Cdkl4	7	12	5	23	39	27
Tmem178	1	1	1	0	1	8
Thumpd2	36	53	21	146	154	152
Pkdcc	2	7	8	2	1	26
Cox7a2l	1132	1955	1058	2326	4407	2821
Haao	388	490	451	1033	1727	1147
8430430B14Rik	0	0	0	0	3	0
Zfp36l2	308	242	124	950	760	924
Dync2li1	5	4	2	18	5	2
Lrpprc	250	403	185	1313	1211	1157
Ppm1b	149	140	61	494	495	512
Slc3a1	1	1	2	4	2	1
Six3	0	0	0	3	0	0
Pigf	13	95	27	134	152	238
Rhoq	169	279	120	733	778	1082
Socs5	19	34	17	89	45	119
Mcfd2	80	168	102	233	308	441
4833418N02Rik	2	0	0	10	6	9
Calm2	1216	3501	1218	5109	6682	5398
Epcam	14	8	7	38	37	85
Msh6	986	1061	552	2689	2969	2675
Fbxo11	175	314	98	801	626	946
Gm4832	0	0	1	5	1	0
Ppp1r21	230	323	188	714	780	818
Ston1	2	1	2	0	2	0
Mettl4	42	94	42	246	254	279
Gm20939	6	45	11	47	57	41
Gnal	7	23	6	90	69	121
Prelid2	0	0	0	3	1	1
Cdh2	9	0	0	0	2	6
Tpgs2	92	184	94	331	448	353
Ctif	0	0	0	2	0	0
Zfp438	10	12	11	45	50	51
Ss18	344	622	240	1188	1490	1231
Ccny	238	321	162	903	798	985
Greb1l	1	0	1	3	8	2
Rnf125	16	19	7	43	54	62
Ccdc178	0	0	0	3	0	0
Ino80c	327	627	331	1086	1495	1311
Pcdhga10	1	1	0	0	0	1
Pcdhgb4	0	0	0	2	1	1
Pcdhgb6	1	1	0	11	4	10
Pcdhgb5	2	0	0	0	2	2
Pcdhgb2	0	1	0	1	0	1
Brd8	698	918	484	2659	2469	2305
Prob1	36	23	12	153	279	328
Pcdhga5	0	0	0	5	0	1
Pcdhga8	1	2	0	0	0	0
Pcdhga4	0	1	0	2	0	1
Pcdhga2	0	0	0	1	0	0
Pcdhga7	2	0	0	2	0	0
Pcdhga6	0	0	0	0	0	3
Prdm6	0	0	0	2	0	2
Wdr7	106	132	79	602	473	618
Nedd4l	138	126	97	372	405	394
Tcof1	1529	1096	986	3870	3779	3968
Ccbe1	2	0	0	0	0	0
Myo5b	3	0	0	2	4	3
Ldlrad4	40	41	32	111	146	168
Atp9b	168	222	130	843	620	804
Rttn	71	139	76	423	359	536
Crem	30	60	26	156	237	251
Cul2	197	727	220	962	1018	1081
Svil	8	9	9	69	19	80
Arhgap12	96	371	104	484	659	614
Zeb1	113	210	94	534	576	513
Gm10125	2	0	0	0	0	0
Mpp7	8	34	17	92	85	101
Colec12	0	0	0	3	0	7
Thoc1	101	409	148	691	682	570
Rock1	201	466	170	1727	1196	1178
Mib1	27	22	15	137	91	153
Rbbp8	157	489	178	1068	994	737
Cables1	0	1	0	3	2	8
Npc1	69	98	83	240	220	561
Tmem241	20	52	23	109	94	105
3110002H16Rik	123	213	102	469	520	411
Osbpl1a	2	6	2	25	20	28
Impact	18	68	32	228	127	203
Ttc39c	0	0	0	11	0	1
Zfp521	0	0	0	4	0	0
Taf4b	45	68	18	288	211	248
Kctd1	110	142	104	276	467	425
B4galt6	4	2	7	5	1	33
Dsg2	0	0	0	1	0	0
Trappc8	181	413	177	1120	981	985
Klhl14	59	70	40	165	230	308
Garem1	0	0	1	6	0	0
Mapre2	1353	1412	925	3056	3450	3880
Dtna	2	1	0	0	0	1
Fhod3	11	17	7	63	81	38
Galnt1	450	885	368	2030	2231	2543
Rprd1a	38	86	35	203	244	182
Celf4	5	2	0	15	6	2
AW554918	29	75	34	200	189	206
Pik3c3	206	355	187	818	904	806
Wdr33	382	402	232	1231	1239	1348
Slc25a46	125	284	96	767	771	850
Myo7b	6	1	0	0	0	1
Ercc3	263	312	202	811	994	947
Sap130	279	226	135	916	732	828
Camk4	1	11	2	29	7	24
Gm10548	5	19	2	35	32	27
Epb41l4a	0	0	0	0	0	1
Fam13b	57	153	76	478	324	448
Ctnna1	72	57	50	289	281	377
Cdc25c	168	259	130	712	744	586
Sil1	57	60	61	231	213	240
Nrg2	0	0	0	1	0	8
Pfdn1	302	502	287	1038	1553	897
Ankhd1	299	502	245	1828	1413	1663
Ube2d2a	384	584	262	1255	1453	1557
Pcdha8	1	0	0	0	0	0
Pcdh12	0	0	0	0	1	0
Diaph1	635	579	387	1946	2194	2613
Gm5820	0	2	0	0	0	15
Nr3c1	390	864	374	1689	2010	2365
Arhgap26	153	200	107	511	779	891
Rbm27	146	300	109	864	697	750
Lars	314	480	257	1769	1395	1539
Dpysl3	9	1	0	2	1	0
Mcc	3	6	6	1	0	10
Commd10	127	305	123	408	649	495
Pggt1b	55	164	77	391	389	453
Sema6a	1	9	7	1	7	33
Tnfaip8	750	2836	761	3917	4482	4420
Dmxl1	139	428	161	1234	899	1373
Snx2	656	2537	890	4222	4830	3517
Snx24	1	15	9	0	3	44
Cep120	200	303	146	912	846	831
Csnk1g3	71	166	73	611	390	366
Zfp608	135	218	116	449	627	589
Gramd3	326	578	308	1797	1768	1767
Megf10	0	0	0	9	2	8
March3	8	17	1	48	30	42
Slc27a6	1	0	0	0	0	0
Fbn2	1	0	0	0	1	0
Slc12a2	106	194	81	538	520	1138
Chsy3	1	0	0	0	0	0
Dctn4	218	376	209	702	849	833
Ndst1	300	247	226	966	912	1454
Pdgfrb	0	0	0	1	0	2
Slc26a2	40	48	21	235	149	221
Ppargc1b	20	14	9	131	43	60
Afap1l1	0	1	0	0	0	1
Camk2a	22	13	7	67	40	57
Spink10	1	1	0	6	0	2
Fbxo38	229	276	152	838	872	799
Sh3tc2	0	0	0	1	0	1
Atp8b1	1	0	0	0	0	0
Onecut2	2	0	0	3	1	0
Fech	106	123	94	299	343	387
Zfp532	2	0	4	4	4	20
Alpk2	11	7	9	49	57	65
Spire1	15	18	12	73	46	119
Cep76	110	134	64	349	396	374
Mppe1	48	46	26	240	199	185
Fam210a	84	151	77	382	335	410
Tcf4	330	525	242	2300	1740	1737
Rab27b	1	0	0	0	0	2
Poli	108	212	96	369	479	343
Smad4	211	212	149	592	565	713
Cfap53	3	0	0	2	4	1
Me2	404	614	407	1594	1779	1654
Dym	94	129	95	384	278	317
Smad2	248	483	188	1007	1087	1047
Zbtb7c	1	1	0	5	9	7
Pias2	115	214	86	541	474	580
Rnf165	2	2	1	21	1	3
Loxhd1	1	1	0	4	7	4
Ier3ip1	101	291	91	469	557	598
Epg5	170	129	99	603	470	757
Slc14a1	27	55	30	233	122	197
Pstpip2	2	7	5	43	6	28
Setbp1	114	206	100	609	623	791
Pard6g	2	2	2	15	2	8
Nfatc1	998	710	526	2816	1814	2551
Txnl4a	1065	1118	817	2771	3423	2896
Kcng2	0	1	3	7	0	5
Mbp	259	250	141	899	1018	1070
Zfp516	11	5	6	72	55	75
Tshz1	158	104	72	373	315	420
Zfp407	90	126	63	388	387	478
Cndp2	328	486	398	899	1247	1397
Cd226	0	0	0	4	1	1
Gm6225	4	5	1	5	8	5
Bambi	1	2	0	1	6	2
Map3k8	21	53	23	190	120	142
Mtpap	116	296	102	635	620	571
4833419F23Rik	8	4	3	14	12	16
9430020K01Rik	0	0	0	27	2	2
Kif5b	252	476	262	2191	1657	1552
Epc1	199	302	154	795	907	740
Rab18	108	279	109	576	558	738
Wac	295	560	226	1374	1368	1467
Fzd8	1	0	2	0	1	3
Usp14	196	681	212	1036	1070	1416
Esco1	116	756	204	830	917	635
Snrpd1	683	1417	743	2301	2903	1912
Abhd3	0	0	0	0	1	3
Gata6	5	0	0	0	1	0
Riok3	386	804	367	1478	1711	1458
Ankrd29	1	0	1	8	17	21
Cabyr	2	1	0	2	3	2
Hrh4	0	0	0	0	0	2
Psma8	1	4	0	3	6	8
4933424G05Rik	0	0	0	0	2	2
Aqp4	0	0	0	0	2	0
Rnf138	56	175	43	273	246	383
Mep1b	0	0	0	0	1	0
4930426D05Rik	56	103	53	155	248	218
Gm15972	0	0	0	0	0	3
Zfp397	52	191	69	488	340	381
Zfp24	101	289	93	714	710	697
Zfp35	106	324	120	567	729	505
2700062C07Rik	53	114	62	259	274	260
Elp2	444	648	413	1379	1526	1663
Slc39a6	155	148	88	614	562	695
Mocos	34	23	23	52	47	26
Polr2d	199	354	170	583	936	667
Ammecr1l	182	245	135	577	631	652
Sft2d3	18	16	10	105	49	66
Lims2	1	0	0	0	0	1
Iws1	249	363	160	1253	1088	1102
Map3k2	75	151	56	523	367	486
Bin1	1097	1158	975	2629	4582	3201
Gypc	42	45	35	322	261	259
Tslp	0	1	1	0	0	10
Wdr36	307	522	239	1260	1288	1319
Stard4	233	414	168	870	1161	1012
Nrep	10	8	3	111	8	13
Epb41l4aos	29	39	20	133	127	64
Srp19	169	405	145	907	1004	763
Apc	107	207	85	863	574	744
Pkd2l2	9	22	9	52	44	54
Reep5	464	765	619	1082	1608	1721
4933408B17Rik	0	4	2	7	1	8
Kif20a	829	1159	693	2967	3239	2628
Cdc23	204	378	175	796	791	822
Reep2	25	25	12	59	67	67
Egr1	156	152	86	565	384	682
Kdm3b	714	673	470	2511	2047	2545
Fam53c	192	181	140	723	755	880
Hspa9	944	1576	739	5563	4313	4035
Etf1	723	1919	709	3818	4157	3700
Mir1949	1	0	0	2	0	2
Snora74a	0	0	2	0	0	0
Matr3	395	2274	676	3368	3400	3054
Mzb1	3042	5193	3767	7839	12762	9321
Slc23a1	8	22	15	91	63	81
Paip2	714	2533	905	2629	4673	3160
Snhg4	22	76	14	145	129	102
Dnajc18	69	98	43	249	212	251
Spata24	90	173	63	281	398	211
Tmem173	230	276	211	1350	1562	1489
1700066B19Rik	2	4	4	5	9	8
Ecscr	0	0	1	0	1	1
Cxxc5	365	292	194	525	916	950
Psd2	1	3	0	14	11	15
Pura	37	51	23	179	169	163
Igip	8	10	4	26	18	41
Cystm1	14	11	6	12	15	19
Slc4a9	0	1	0	1	2	3
Hbegf	9	4	0	3	5	16
Eif4ebp3	50	53	31	230	170	173
Sra1	227	342	216	761	844	613
Apbb3	51	58	43	206	154	128
Slc35a4	368	303	268	1285	1120	1365
E230025N22Rik	1	0	0	2	0	0
Ik	535	1107	538	2563	2693	2125
Zmat2	449	746	338	1570	2087	1762
Wdr55	191	151	138	548	690	482
Vaultrc5	5	4	5	0	4	1
Dnd1	13	10	11	51	72	35
Tmco6	169	216	156	376	473	395
Hars2	140	207	101	499	558	491
Cd14	3	57	72	19	21	251
Ndufa2	490	880	456	1456	2206	1174
Hars	521	508	321	1830	1812	1558
Pcdhb15	0	0	0	0	1	0
Pcdhb14	0	1	0	0	0	0
Pcdhb22	0	0	0	4	0	0
Pcdhb19	0	0	0	0	0	1
Taf7	53	156	61	305	256	268
Slc25a2	1	0	0	3	2	2
Pcdhgb7	3	0	3	17	5	15
Pcdhga11	0	3	1	10	2	3
Pcdhgc5	0	1	0	2	6	5
Pcdhgc4	20	9	11	27	25	40
Pcdhgc3	36	18	24	203	125	133
Pcdhgb8	0	1	0	0	2	1
Pcdhga12	3	0	5	7	16	8
Hdac3	591	763	625	1544	2036	1734
Arap3	3	10	12	4	6	39
Fchsd1	36	34	34	115	87	76
Rell2	0	1	2	3	1	3
0610009O20Rik	311	218	223	656	691	706
Pcdh1	8	1	0	1	0	2
1700086O06Rik	5	6	6	30	30	25
Rnf14	233	380	162	981	1010	953
Gnpda1	107	117	112	412	438	537
Ndfip1	282	555	305	899	1212	1438
Spry4	3	1	0	14	0	3
Fgf1	4	6	4	3	2	59
Yipf5	104	256	91	459	515	706
Gm4013	8	6	3	8	14	8
Tcerg1	415	566	276	2292	1421	1916
Gpr151	1	2	0	0	0	1
Dcp2	313	619	269	1610	1598	1956
Ythdc2	63	156	59	544	406	469
Trim36	2	9	2	43	43	36
Ccdc112	12	29	10	101	102	98
Fem1c	82	182	67	386	411	385
Mospd4	0	0	0	0	1	0
Tmed7	257	390	182	1113	947	1682
Eif1a	173	411	148	1069	1023	1046
Ticam2	133	208	113	477	666	717
Cdo1	1	2	1	10	5	0
Atg12	136	263	127	492	724	614
Ap3s1	26	73	21	89	87	153
Dtwd2	33	36	25	89	97	99
Hsd17b4	129	161	113	417	541	635
Srfbp1	50	104	42	247	295	184
Ppic	2	0	0	1	0	0
Aldh7a1	115	119	78	384	605	511
Phax	191	318	149	818	1021	664
Tex43	0	0	0	0	0	1
Lmnb1	2777	2232	1384	7176	7031	7346
C330018D20Rik	63	176	59	292	375	377
Prrc1	228	226	147	685	610	708
Isoc1	173	210	113	687	801	970
Gm4841	0	0	0	3	0	0
Gm4951	0	13	3	2	3	33
Iigp1	1	41	16	110	5	78
F830016B08Rik	0	1	0	0	0	1
Smim3	5	1	3	72	32	39
Synpo	3	0	0	5	5	4
Rbm22	560	611	494	1496	1990	1735
Rps14	6146	11022	9409	13754	25702	14518
Cd74	34028	36172	27622	100893	116627	114092
Mir5107	14	19	7	74	51	26
Arsi	0	3	2	1	0	16
Hmgxb3	220	239	167	610	683	625
Csf1r	139	940	1300	228	307	6157
Pde6a	0	2	0	1	0	0
Csnk1a1	671	1176	507	2738	2967	3504
Grpel2	226	282	142	839	667	704
Pcyox1l	47	29	28	104	94	79
1500015A07Rik	17	11	8	66	51	50
Adrb2	16	6	5	72	59	71
Apcdd1	6	0	0	1	0	1
Napg	92	191	97	433	451	539
Txnl1	557	1007	488	2002	2702	2213
Nars	644	826	501	2769	2794	2391
Malt1	351	605	259	1778	1583	1632
Sec11c	355	800	325	2336	2223	1553
Lman1	217	349	177	1523	837	1217
Pmaip1	67	90	32	277	308	326
Chmp1b	96	242	94	453	521	564
Cidea	0	0	0	0	1	0
Impa2	75	51	67	248	227	187
B430212C06Rik	0	0	4	7	4	2
Afg3l2	293	232	131	905	914	876
Prelid3a	3	2	0	11	8	26
Tubb6	17	5	10	73	19	66
Ptpn2	210	715	245	1124	1374	998
Psmg2	154	231	116	644	602	526
Seh1l	299	569	232	1164	1170	1366
Cep192	357	583	297	2614	1621	2201
4930549G23Rik	4	3	1	5	7	2
Rnmt	140	362	114	685	792	757
Dynap	1	0	0	0	0	0
Stard6	3	8	2	7	20	16
4930503L19Rik	69	169	64	575	365	384
Mbd2	2196	2174	1208	6427	8016	6480
Mex3c	116	123	45	492	441	615
Elac1	23	17	10	94	71	87
Ska1	146	246	128	449	513	450
Cxxc1	526	582	538	1471	1804	1488
Mbd1	282	303	192	1064	1007	1019
Acaa2	165	197	151	314	746	507
Lipg	5	2	2	10	22	17
BC031181	223	357	198	623	916	708
Rpl17	4727	11320	6742	14722	24830	15078
2010010A06Rik	0	2	0	1	1	1
Smad7	76	62	35	213	195	106
Gm10532	0	0	0	0	0	1
Hdhd2	144	208	123	484	553	425
Katnal2	1	1	0	3	6	4
8030462N17Rik	76	109	63	304	324	343
4930465K10Rik	0	1	3	2	4	1
Atp5a1	7130	8558	5969	19786	26303	20517
Haus1	130	340	121	637	770	511
Siglec15	1	0	0	1	0	0
LOC105246506	1	0	0	0	0	6
Adnp2	169	136	94	511	589	559
Rbfa	69	80	67	189	226	235
Pqlc1	131	104	86	280	378	329
Hsbp1l1	3	4	2	7	6	6
Ctdp1	336	280	203	1056	899	854
Gm2176	0	0	0	0	0	1
Sall3	8	5	2	7	7	4
Zfp236	196	244	117	932	610	874
4930445N18Rik	0	1	0	2	3	1
Zadh2	159	220	110	465	501	524
Cyb5a	196	392	239	574	958	839
Timm21	57	163	49	364	369	330
Fbxo15	0	0	0	0	0	3
Socs6	38	52	41	164	179	196
Tmx3	148	519	148	787	862	1209
Dock8	1394	1486	983	5148	4221	5302
Zdhhc16	114	126	78	362	383	395
Vps13a	171	645	215	1511	1181	1430
Mark2	608	549	421	1921	1604	1777
Ppp1ca	5154	7818	6615	9912	17455	11659
Ehd1	658	871	781	1358	1513	1635
Pacs1	272	240	215	853	751	928
Fam111a	628	2811	992	4701	5027	3717
Tjp2	74	40	18	429	387	591
Trpm6	2	1	0	0	8	3
Plgrkt	163	313	165	593	781	581
Minpp1	290	308	168	854	1020	1005
Glis3	3	6	7	0	3	50
Noc3l	74	183	85	465	384	374
Erlin1	246	511	227	827	1355	1100
Neurl1a	3	1	0	5	3	8
Pitx3	0	0	0	0	1	0
Atrnl1	25	35	7	48	82	165
Vti1a	102	124	69	358	436	457
Fam45a	56	215	86	317	340	414
Ppp6r3	554	767	408	2548	2236	2568
Kmt5b	137	155	80	688	559	559
Lrp5	8	20	31	20	5	206
Ighmbp2	64	69	54	289	267	209
Pcx	31	39	43	121	109	100
Klc2	51	45	35	187	118	146
Sptbn2	0	1	1	3	3	5
Syt12	0	0	0	1	0	0
Kdm2a	820	889	489	2940	2642	2696
Scyl1	390	385	299	985	1159	1023
Dpf2	461	421	377	1071	1340	1255
Snx32	18	19	18	139	81	63
Bad	238	331	332	391	852	518
Nrxn2	3	1	0	1	1	12
Macrod1	19	12	12	42	42	57
Rtn3	640	652	386	2036	1608	2423
Ganab	1071	1157	860	3423	3230	3541
Taf6l	106	104	113	207	273	195
Ahnak	51	23	17	772	206	335
Fads2	117	83	93	159	394	389
Myrf	17	0	0	0	3	2
A430093F15Rik	2	3	3	7	1	11
Ddb1	2420	2629	2445	5579	7179	7080
Tmem109	200	179	136	496	460	587
Patl1	200	230	139	758	613	788
Stx3	12	31	10	68	91	85
Tle4	323	283	139	974	907	1120
Gna14	0	0	0	2	2	0
Gnaq	61	71	36	315	178	376
C130060C02Rik	0	0	3	6	10	10
Prune2	0	0	1	1	2	7
Ostf1	533	700	483	1466	2323	1590
Rorb	1	0	0	0	0	1
Aldh1a7	0	0	0	0	2	0
1110059E24Rik	286	896	321	1400	1735	1205
Apba1	2	3	1	1	1	5
Fam189a2	0	0	0	0	0	1
Mamdc2	0	1	0	2	6	2
Pip5k1b	2	2	2	27	3	10
Pgm5	0	0	0	0	0	1
Dmrt1	0	1	0	0	4	3
Kank1	1	0	0	0	0	1
Smarca2	76	127	55	524	350	482
Rfx3	28	62	7	150	116	168
Pum3	231	503	227	1425	1395	1032
Slc1a1	0	0	0	0	0	2
9930021J03Rik	45	70	23	327	207	287
Ermp1	272	466	239	919	1162	1546
Sgms1	105	132	80	404	444	376
Rnls	18	22	7	55	77	51
Papss2	0	1	2	7	0	11
Pten	475	838	306	2503	2240	3168
Stambpl1	67	127	60	222	399	319
Pank1	54	59	26	215	145	205
Slc16a12	0	0	2	0	0	1
Pcgf5	65	149	46	232	336	281
Hectd2	0	1	0	9	9	7
Htr7	3	0	1	15	2	7
Btaf1	211	518	258	1705	1686	1497
March5	160	256	111	693	650	721
Exoc6	142	401	168	795	1004	890
Cpeb3	3	5	5	27	15	34
Myof	139	113	60	304	366	471
Plce1	0	1	0	15	17	7
Slc35g1	71	81	38	173	204	193
Sorbs1	7	17	5	88	39	51
Pdlim1	12	5	4	193	67	65
Entpd1	21	74	61	177	41	457
Slit1	14	18	13	42	37	47
Tll2	0	0	0	2	0	0
Lcor	12	33	3	106	49	61
Pik3ap1	1417	1388	1171	3814	5022	4972
Loxl4	7	1	0	3	3	1
Pyroxd2	0	1	2	4	4	27
Got1	121	117	86	499	390	400
Dnmbp	127	116	74	364	428	433
Pkd2l1	0	0	1	0	4	0
Scd2	796	757	509	3606	2918	2576
Fam178a	163	455	177	1118	950	1047
Hif1an	331	340	196	959	1037	1100
Btrc	63	86	50	283	234	225
Fbxw4	58	39	38	131	118	100
9130011E15Rik	104	145	95	255	341	332
